to,from,Village Census code,Id,,,,,,
586,586,71909,1258,,,,,,
586,586,71910,1259,,,,,,
588,588,71908,1263,,,,,,
8427,8388,79035,19916,,,,,,
587,8466,92388,20086,,,,,,
587,587,71918,1261,,,,,,
587,587,71905,1262,,,,,,
1141,1141,71804,2637,,,,,,
593,574,72675,1239,,,,,,
595,595,77205,1293,,,,,,
594,594,71903,1292,,,,,,
8546,8546,79186,20222,,,,,,
592,592,71861,1289,,,,,,
592,599,71859,1299,,,,,,
592,761,73578,1719,,,,,,
601,601,72610,1301,,,,,,
1122,1122,71805,2612,,,,,,
597,597,71876,1296,,,,,,
602,602,71864,1302,,,,,,
8380,8380,72703,19903,,,,,,
605,605,71453,1307,,,,,,
608,608,78075,1311,,,,,,
8370,8370,92166,1224,,,,,,
8395,8395,79058,19932,,,,,,
1124,1124,71793,2615,,,,,,
606,606,71350,1308,,,,,,
8492,8492,79247,20130,,,,,,
8493,8493,79246,20132,,,,,,
604,604,71885,1306,,,,,,
19117,19117,71914,40843,,,,,,
8523,8523,79171,20183,,,,,,
544,544,72972,1193,,,,,,
19323,19323,72916,1189,,,,,,
19618,19618,72956,1152,,,,,,
8530,8530,79221,20194,,,,,,
8407,8407,79039,19956,,,,,,
8549,8549,79180,20229,,,,,,
611,611,71871,1318,,,,,,
19625,19625,71867,1323,,,,,,
19625,618,71898,1329,,,,,,
615,615,71925,1325,,,,,,
621,621,71893,1332,,,,,,
8397,8397,0,19935,,,,,,
620,620,71894,1331,,,,,,
545,545,72944,1194,,,,,,
8541,1121,71794,2611,,,,,,
532,532,83679,1172,,,,,,
603,603,71904,1304,,,,,,
8390,8169,73321,19832,,,,,,
624,8152,0,19479,,,,,,
624,624,71923,1336,,,,,,
596,8421,103244,19988,,,,,,
8545,8545,79177,20221,,,,,,
628,628,103911,1342,,,,,,
8152,8400,72452,19941,,,,,,
8523,8477,86734,20103,,,,,,
627,633,105170,1350,,,,,,
553,553,72907,1207,,,,,,
630,630,82443,1346,,,,,,
630,630,71941,1347,,,,,,
632,632,71939,1349,,,,,,
8190,8190,0,1128,,,,,,
19977,19977,79155,20134,,,,,,
19629,639,85939,1357,,,,,,
635,635,71937,1352,,,,,,
515,515,0,1138,,,,,,
503,503,0,1125,,,,,,
8543,8544,79211,20217,,,,,,
1141,1141,71818,2638,,,,,,
616,8204,91668,44008,,,,,,
598,598,71877,1297,,,,,,
8377,8377,91408,19899,,,,,,
8377,8377,73049,19900,,,,,,
1122,1126,71833,2618,,,,,,
8522,8526,79162,20188,,,,,,
1154,1154,71828,2659,,,,,,
1155,1155,71844,2660,,,,,,
8393,8393,79057,19929,,,,,,
8412,8412,74212,19967,,,,,,
8423,8423,79090,19995,,,,,,
1170,1170,71847,2687,,,,,,
8383,8383,88549,19909,,,,,,
8423,19300,91838,19895,,,,,,
8423,19300,79008,19896,,,,,,
8376,8376,79009,19897,,,,,,
8492,8492,79213,20131,,,,,,
8376,8422,98791,19992,,,,,,
8384,8384,0,20168,,,,,,
8428,8428,79098,20008,,,,,,
1122,1122,71806,2613,,,,,,
8427,8427,79105,20005,,,,,,
8505,8505,79236,20156,,,,,,
8427,8388,79032,19915,,,,,,
8427,8388,96277,44569,,,,,,
8384,8384,79255,20169,,,,,,
535,535,72993,1178,,,,,,
630,630,76922,1345,,,,,,
8517,8437,72686,20042,,,,,,
8390,8390,0,19921,,,,,,
8390,8169,73321,19832,,,,,,
8387,8387,96275,19914,,,,,,
8152,8152,0,19479,,,,,,
8152,8152,79015,19920,,,,,,
8499,8499,96392,20140,,,,,,
8399,8399,79002,19940,,,,,,
578,578,72998,1243,,,,,,
600,600,71873,1300,,,,,,
8398,8401,79018,19943,,,,,,
1171,1171,71811,2690,,,,,,
8519,8519,79202,20176,,,,,,
8402,8402,91781,19946,,,,,,
562,526,100289,1161,,,,,,
631,631,71436,1348,,,,,,
546,546,72938,1195,,,,,,
636,636,82528,1353,,,,,,
8405,8405,79023,19952,,,,,,
8406,8406,79026,19953,,,,,,
8507,8330,80630,19777,,,,,,
8423,8423,79091,19994,,,,,,
19977,8306,88371,19710,,,,,,
8406,8408,79042,19960,,,,,,
8409,8409,79045,19962,,,,,,
1131,1131,71777,2623,,,,,,
537,537,73007,1181,,,,,,
19323,561,72928,1218,,,,,,
8415,8415,79075,19975,,,,,,
8413,8413,73690,19969,,,,,,
1170,8286,80597,19653,,,,,,
8413,8413,91456,19971,,,,,,
8546,8546,79188,20223,,,,,,
19343,19343,93873,19974,,,,,,
19343,8420,91514,19987,,,,,,
557,557,72911,40882,,,,,,
627,627,71947,1341,,,,,,
505,505,72988,1127,,,,,,
8511,8511,79253,20164,,,,,,
8417,8417,91481,19981,,,,,,
19117,613,71865,1322,,,,,,
8540,8540,0,20209,,,,,,
8430,8089,95572,19360,,,,,,
614,614,71866,1324,,,,,,
8425,8425,79085,20000,,,,,,
8512,8512,79250,20165,,,,,,
19323,8310,73148,19722,,,,,,
19323,966,79750,2210,,,,,,
570,570,73020,1235,,,,,,
8543,8543,79218,20214,,,,,,
8426,8426,91519,20003,,,,,,
8426,8433,79046,38248,,,,,,
8426,8433,79047,20021,,,,,,
8543,8543,79219,20215,,,,,,
8432,8432,79048,20020,,,,,,
8432,8103,0,19396,,,,,,
8519,8519,0,20177,,,,,,
1141,1141,71813,2640,,,,,,
1172,1172,71815,2692,,,,,,
8410,8410,79140,19964,,,,,,
598,598,71856,1298,,,,,,
8499,8499,76651,20141,,,,,,
8405,8405,79017,19951,,,,,,
548,548,72936,1200,,,,,,
8406,8408,74827,19958,,,,,,
8169,8169,99159,19504,,,,,,
8169,8169,102639,19906,,,,,,
1152,1152,71800,2655,,,,,,
8383,8383,77979,19910,,,,,,
8385,8385,79066,19912,,,,,,
8382,8382,79122,19907,,,,,,
8382,8382,79121,19908,,,,,,
8412,8412,79103,19968,,,,,,
8384,8384,92173,19911,,,,,,
8417,8417,101024,19982,,,,,,
8380,8380,69713,19904,,,,,,
8379,8379,79061,19902,,,,,,
8379,8392,79055,19928,,,,,,
19618,564,98485,1223,,,,,,
8394,8394,68559,19930,,,,,,
1133,1133,71780,2625,,,,,,
8407,8407,79037,19957,,,,,,
19211,1137,71832,2632,,,,,,
8395,8395,72932,19933,,,,,,
8431,8431,79102,20017,,,,,,
19981,19981,88405,20147,,,,,,
8397,8397,69657,19937,,,,,,
8398,8401,79019,19944,,,,,,
8402,8402,79020,19945,,,,,,
8391,8390,0,19921,,,,,,
8391,8411,73833,19966,,,,,,
616,616,71928,1326,,,,,,
568,568,73009,1232,,,,,,
8323,8323,73379,19759,,,,,,
8390,8390,72523,19923,,,,,,
593,593,71887,1290,,,,,,
8427,8388,0,19917,,,,,,
19250,19250,0,43614,,,,,,
19982,8388,0,19917,,,,,,
19629,19629,71933,1356,,,,,,
8536,8536,79126,20204,,,,,,
8403,8403,79029,19948,,,,,,
572,572,73012,1237,,,,,,
617,617,78225,1328,,,,,,
508,508,72984,1130,,,,,,
555,555,72926,1210,,,,,,
19618,19618,72954,1154,,,,,,
8540,8466,92388,20086,,,,,,
8541,8541,79118,20211,,,,,,
588,588,71882,1264,,,,,,
1165,1165,71880,2676,,,,,,
1165,1165,71881,2677,,,,,,
8418,8418,79111,19985,,,,,,
1123,1123,71791,2614,,,,,,
516,516,73038,1141,,,,,,
8406,8408,79043,19959,,,,,,
8537,8537,79125,20206,,,,,,
1139,1143,71809,2642,,,,,,
19990,19990,79127,20205,,,,,,
8525,8525,0,20187,,,,,,
8538,8538,79120,20207,,,,,,
1125,1125,71834,2617,,,,,,
1129,1129,101500,2621,,,,,,
8521,8521,79199,20179,,,,,,
1127,520,0,1150,,,,,,
8494,8494,79154,20135,,,,,,
509,509,72961,1131,,,,,,
1134,1134,98875,2628,,,,,,
8522,8526,79160,20190,,,,,,
8410,8410,79139,19965,,,,,,
1130,1130,71779,2622,,,,,,
1135,8420,91514,19987,,,,,,
8522,8522,79167,20181,,,,,,
19211,19211,71781,2626,,,,,,
622,622,71899,1333,,,,,,
8546,8546,79189,20224,,,,,,
1140,1140,71831,2635,,,,,,
1139,1139,71830,2634,,,,,,
1158,1158,71784,2666,,,,,,
1142,1142,71810,2641,,,,,,
1144,1144,71808,2643,,,,,,
8530,8530,79222,20195,,,,,,
8417,8417,79112,19983,,,,,,
557,557,72914,1212,,,,,,
558,558,72901,1214,,,,,,
1141,1141,71846,2639,,,,,,
1166,1166,71851,2679,,,,,,
560,560,72910,1216,,,,,,
1147,1147,71799,2648,,,,,,
1148,1148,71798,2649,,,,,,
1145,1145,71796,2646,,,,,,
548,8533,101430,20200,,,,,,
8533,8533,101430,20200,,,,,,
1141,1149,83516,2650,,,,,,
1152,1152,71801,2656,,,,,,
537,537,72991,1182,,,,,,
1146,1153,71802,2657,,,,,,
1151,8103,0,19396,,,,,,
1138,1138,71827,2633,,,,,,
626,626,71901,1339,,,,,,
8413,8413,88459,19970,,,,,,
1166,1166,71852,2680,,,,,,
1154,1295,72232,2912,,,,,,
8404,8404,79028,19950,,,,,,
1155,1155,71843,2661,,,,,,
1155,1155,71845,2662,,,,,,
1155,1155,71820,2663,,,,,,
20358,20358,71829,2658,,,,,,
8402,8402,87443,19947,,,,,,
628,628,72375,1343,,,,,,
540,540,72935,1186,,,,,,
1151,1151,71824,2653,,,,,,
636,616,71931,1327,,,,,,
580,580,101771,1249,,,,,,
1161,1161,71790,2669,,,,,,
1160,1160,71785,2668,,,,,,
8407,8421,79093,19989,,,,,,
1169,1169,71822,2684,,,,,,
1164,1164,72847,2673,,,,,,
1164,8169,99159,19504,,,,,,
588,588,71907,1265,,,,,,
1168,968,72060,2215,,,,,,
510,510,72960,1132,,,,,,
620,623,71891,1335,,,,,,
1165,1165,71879,2678,,,,,,
20358,1159,71786,2667,,,,,,
1124,1124,71792,2616,,,,,,
1171,1171,71817,2689,,,,,,
8390,8390,71922,1337,,,,,,
581,581,73101,1250,,,,,,
569,569,0,1234,,,,,,
1170,8487,79233,20122,,,,,,
1170,8487,79238,20123,,,,,,
1170,8487,0,20124,,,,,,
1170,8466,92388,20086,,,,,,
8490,8487,79238,20123,,,,,,
574,19939,72671,19737,,,,,,
1128,1128,71837,2620,,,,,,
8513,8513,79249,20167,,,,,,
1160,1167,71949,2681,,,,,,
610,610,71896,1317,,,,,,
8495,8495,87252,20136,,,,,,
574,575,73019,1240,,,,,,
8377,8377,79036,19898,,,,,,
8495,8495,78926,20148,,,,,,
562,526,72949,1162,,,,,,
8398,8398,79004,19939,,,,,,
8410,8534,79143,20201,,,,,,
19977,8500,79166,20144,,,,,,
8501,8501,103682,20145,,,,,,
19981,19981,0,20146,,,,,,
19990,8542,79119,20212,,,,,,
19982,19982,91597,20143,,,,,,
600,629,73738,1344,,,,,,
8507,8507,91890,20160,,,,,,
8504,8504,79226,20154,,,,,,
8504,8504,79207,20155,,,,,,
8506,8506,382765,20157,,,,,,
8547,8547,94073,20227,,,,,,
8548,8548,79193,20228,,,,,,
8507,8169,73321,19832,,,,,,
8508,8508,79227,20161,,,,,,
8419,8419,72235,19986,,,,,,
8406,8408,79040,19961,,,,,,
8520,8520,79198,20178,,,,,,
19250,8539,73352,20208,,,,,,
8407,8421,79095,19990,,,,,,
1164,935,0,2139,,,,,,
8511,8516,79204,20172,,,,,,
8397,8397,0,19936,,,,,,
1168,1168,71853,2683,,,,,,
8427,8388,0,19918,,,,,,
8530,8530,79223,20196,,,,,,
8428,8428,79100,20007,,,,,,
8521,8521,87516,20180,,,,,,
8427,8427,79104,20006,,,,,,
8517,8517,94576,20174,,,,,,
8541,8424,79137,19997,,,,,,
1135,1135,71772,2630,,,,,,
1157,1157,71826,2665,,,,,,
1144,1144,71814,2644,,,,,,
8384,8384,92173,19911,,,,,,
609,609,71913,1310,,,,,,
8513,8152,0,19479,,,,,,
8511,8511,74017,43735,,,,,,
8406,8406,79027,19954,,,,,,
1166,1173,71950,2693,,,,,,
511,511,72983,1133,,,,,,
1162,1162,71788,2671,,,,,,
602,602,71838,1303,,,,,,
8522,8526,79161,20189,,,,,,
1169,1169,71821,2685,,,,,,
8394,8394,0,19931,,,,,,
8502,8502,92081,20149,,,,,,
8502,8502,92113,20150,,,,,,
8502,8529,79224,20193,,,,,,
1144,1144,71812,2645,,,,,,
8527,8527,73337,20191,,,,,,
8396,8396,79050,19934,,,,,,
8531,8377,73049,19900,,,,,,
8532,8532,79244,20199,,,,,,
8416,8416,79071,19979,,,,,,
8543,8543,69075,20213,,,,,,
8489,8489,64798,20127,,,,,,
8490,8490,71580,20128,,,,,,
8543,8543,72888,20216,,,,,,
8523,8523,0,20185,,,,,,
8425,8425,79082,20002,,,,,,
8543,8544,73031,20218,,,,,,
609,609,71915,1314,,,,,,
8423,8423,79092,19996,,,,,,
19629,639,71929,1358,,,,,,
8543,8544,79212,20219,,,,,,
8498,8498,100822,20139,,,,,,
8535,8535,79129,20203,,,,,,
8386,8386,78785,19913,,,,,,
567,567,73025,1230,,,,,,
532,532,72962,1173,,,,,,
19618,19618,72955,1155,,,,,,
8431,8434,0,20022,,,,,,
1136,8138,73386,19464,,,,,,
8543,8550,0,20231,,,,,,
8549,8549,79179,20230,,,,,,
19248,8547,79184,20226,,,,,,
97,97,92182,260,,,,,,
88,88,98806,242,,,,,,
96,96,94671,257,,,,,,
232,61,92379,187,,,,,,
120,120,92244,307,,,,,,
19744,58,92354,178,,,,,,
90,90,92266,245,,,,,,
122,122,103424,311,,,,,,
90,92,100058,249,,,,,,
19634,19634,95736,34409,,,,,,
89,89,92208,243,,,,,,
15705,15705,93271,34389,,,,,,
15690,15690,93222,34349,,,,,,
15709,15709,73261,293,,,,,,
93,93,92193,254,,,,,,
15709,15709,73261,34401,,,,,,
96,96,91413,258,,,,,,
15691,15691,93209,34353,,,,,,
15719,15719,77174,34424,,,,,,
98,98,92267,263,,,,,,
15703,15703,86764,37142,,,,,,
95,95,0,256,,,,,,
15716,15716,98671,34420,,,,,,
404,99,92216,265,,,,,,
404,404,91696,925,,,,,,
19630,19630,93254,34356,,,,,,
19742,59,92360,180,,,,,,
123,123,96097,313,,,,,,
123,123,96097,313,,,,,,
100,100,92224,266,,,,,,
81,81,92374,229,,,,,,
100,100,92238,270,,,,,,
19497,103,92256,279,,,,,,
101,101,95200,272,,,,,,
101,101,89117,273,,,,,,
93,93,92194,250,,,,,,
85,85,88203,236,,,,,,
243,15687,88228,34345,,,,,,
15692,15692,93155,34354,,,,,,
15713,15713,93129,34413,,,,,,
188,191,92405,498,,,,,,
107,107,92250,283,,,,,,
50,48,86169,159,,,,,,
106,15595,92273,34064,,,,,,
104,104,86974,280,,,,,,
105,105,92276,37992,,,,,,
105,105,92275,281,,,,,,
136,136,100116,335,,,,,,
19746,19746,78531,301,,,,,,
47,15764,91677,34518,,,,,,
110,110,94705,288,,,,,,
93,93,92195,251,,,,,,
19705,19705,92267,286,,,,,,
19705,125,92255,317,,,,,,
15563,15563,73752,310,,,,,,
126,15591,95200,34053,,,,,,
91,91,92262,247,,,,,,
15704,15704,93263,34386,,,,,,
131,131,91716,326,,,,,,
120,120,92242,308,,,,,,
124,124,92246,314,,,,,,
124,124,92247,315,,,,,,
19739,113,92328,296,,,,,,
111,111,92270,289,,,,,,
109,109,92269,287,,,,,,
124,135,92210,334,,,,,,
136,136,92218,336,,,,,,
131,131,94567,327,,,,,,
58,58,92356,179,,,,,,
133,133,90421,331,,,,,,
19742,59,96168,181,,,,,,
139,139,92220,337,,,,,,
132,187,92407,494,,,,,,
89,89,92207,244,,,,,,
188,188,92411,495,,,,,,
192,192,73736,499,,,,,,
192,192,101004,500,,,,,,
206,206,92401,519,,,,,,
19717,19717,92406,518,,,,,,
82,82,92383,230,,,,,,
19976,19976,104423,520,,,,,,
19976,19976,91732,521,,,,,,
208,208,92394,524,,,,,,
208,208,92396,525,,,,,,
19719,19719,92397,523,,,,,,
19719,19719,92119,517,,,,,,
19718,19718,92395,522,,,,,,
209,209,92444,526,,,,,,
19720,211,92440,528,,,,,,
19720,211,92439,529,,,,,,
19720,211,92441,530,,,,,,
223,223,92424,546,,,,,,
223,223,92435,547,,,,,,
93,93,92214,252,,,,,,
228,228,92423,553,,,,,,
115,113,92318,297,,,,,,
228,233,92422,559,,,,,,
231,231,92421,556,,,,,,
234,234,92419,560,,,,,,
234,234,92420,561,,,,,,
229,229,92443,554,,,,,,
19633,19633,92250,555,,,,,,
232,232,92426,557,,,,,,
232,232,92425,558,,,,,,
232,61,92381,189,,,,,,
60,60,92365,183,,,,,,
60,60,112935,184,,,,,,
60,60,91405,185,,,,,,
60,60,92361,186,,,,,,
56,56,92366,174,,,,,,
56,15605,100360,37014,,,,,,
123,237,92409,565,,,,,,
88,88,92234,274,,,,,,
236,236,92428,564,,,,,,
132,132,92203,328,,,,,,
239,239,101430,567,,,,,,
239,15574,92415,34020,,,,,,
235,235,92410,562,,,,,,
19674,118,92320,305,,,,,,
193,193,92430,501,,,,,,
19717,205,92392,516,,,,,,
71,15614,92343,34126,,,,,,
196,48,92062,160,,,,,,
15704,15704,93260,34387,,,,,,
196,196,92429,506,,,,,,
137,137,95591,339,,,,,,
46,46,92337,155,,,,,,
46,46,92336,156,,,,,,
15689,15693,93232,34360,,,,,,
50,48,92333,161,,,,,,
50,50,76121,164,,,,,,
19739,47,94673,158,,,,,,
19739,113,92327,294,,,,,,
19739,113,100670,295,,,,,,
15705,15705,93269,34390,,,,,,
115,115,92319,300,,,,,,
133,133,92197,329,,,,,,
73,73,99747,215,,,,,,
127,127,92283,320,,,,,,
19742,15564,91563,34001,,,,,,
100,100,92236,267,,,,,,
19744,19744,98427,48962,,,,,,
133,133,72643,330,,,,,,
19743,85,92378,238,,,,,,
15583,15583,93165,34361,,,,,,
19674,19674,92377,203,,,,,,
15583,15583,93166,34362,,,,,,
15721,15715,93131,34418,,,,,,
117,117,99997,303,,,,,,
117,117,92322,304,,,,,,
19746,49,103362,163,,,,,,
15703,15703,93270,34384,,,,,,
94,94,92192,255,,,,,,
19712,83,92385,232,,,,,,
220,220,92427,541,,,,,,
82,82,92386,231,,,,,,
15714,15714,93126,34414,,,,,,
15714,15714,93128,34415,,,,,,
15720,15720,93168,34426,,,,,,
410,410,92177,227,,,,,,
71,71,95566,212,,,,,,
19636,15706,93251,34392,,,,,,
124,135,92205,333,,,,,,
85,85,75530,239,,,,,,
15710,84,91519,233,,,,,,
15710,15629,92388,34167,,,,,,
19748,84,73049,234,,,,,,
228,189,92412,496,,,,,,
221,221,92433,542,,,,,,
410,410,92375,228,,,,,,
15716,15716,93135,34421,,,,,,
127,86,105298,240,,,,,,
15709,130,92287,324,,,,,,
243,243,0,573,,,,,,
15721,15721,93143,34428,,,,,,
112,112,92316,291,,,,,,
112,15563,73752,33998,,,,,,
97,97,94384,42063,,,,,,
15722,15722,93149,34430,,,,,,
431,355,0,832,,,,,,
128,128,92285,322,,,,,,
128,19621,91481,46262,,,,,,
128,63,92345,195,,,,,,
138,42,91516,149,,,,,,
138,138,91510,341,,,,,,
107,107,92272,284,,,,,,
197,197,92456,507,,,,,,
194,194,92457,502,,,,,,
194,194,92125,503,,,,,,
431,200,100826,510,,,,,,
431,341,91644,38546,,,,,,
199,199,92458,509,,,,,,
204,204,95572,514,,,,,,
204,201,92466,511,,,,,,
15700,19622,91440,34031,,,,,,
203,203,92467,513,,,,,,
241,241,105185,570,,,,,,
241,241,92113,571,,,,,,
245,245,92470,576,,,,,,
245,15594,90421,34062,,,,,,
245,245,92471,578,,,,,,
212,212,105212,531,,,,,,
218,218,92455,538,,,,,,
218,15628,91405,34164,,,,,,
216,216,92453,536,,,,,,
216,202,92461,512,,,,,,
216,15610,91544,48433,,,,,,
216,214,92449,534,,,,,,
213,213,95503,532,,,,,,
190,190,92450,497,,,,,,
217,217,92451,537,,,,,,
217,222,73106,543,,,,,,
217,222,88320,545,,,,,,
215,215,92408,535,,,,,,
198,198,92432,508,,,,,,
19521,19521,92437,544,,,,,,
19521,227,92481,552,,,,,,
91,91,79939,248,,,,,,
15925,15925,74995,34759,,,,,,
225,225,92480,549,,,,,,
225,225,92483,550,,,,,,
224,224,92414,548,,,,,,
15710,246,94488,579,,,,,,
240,240,92484,569,,,,,,
242,242,92487,572,,,,,,
244,244,92488,574,,,,,,
244,244,92489,575,,,,,,
124,124,79939,316,,,,,,
243,15687,94363,34344,,,,,,
15722,15722,79939,34432,,,,,,
243,15687,93236,37125,,,,,,
194,194,94381,504,,,,,,
126,126,99378,319,,,,,,
15700,15700,95929,34377,,,,,,
15700,15700,72671,37158,,,,,,
111,111,92271,290,,,,,,
15700,15594,0,34061,,,,,,
15712,15712,93172,34410,,,,,,
15707,15707,93244,34395,,,,,,
15707,15707,93246,34396,,,,,,
15707,15707,87443,34397,,,,,,
15723,15723,93147,34434,,,,,,
15689,15689,93234,34347,,,,,,
15689,15689,92117,37127,,,,,,
15689,15689,95081,34348,,,,,,
15689,15693,93233,37144,,,,,,
15689,15693,93253,34358,,,,,,
15717,15724,83607,34436,,,,,,
139,139,77104,343,,,,,,
15690,15639,72686,38198,,,,,,
15690,15690,91514,37150,,,,,,
100,100,101331,268,,,,,,
15691,15590,92177,34050,,,,,,
128,59,72583,182,,,,,,
15696,15696,91581,34367,,,,,,
15696,15696,92113,37148,,,,,,
102,102,92229,275,,,,,,
19630,19630,93242,34359,,,,,,
19630,15699,73174,34374,,,,,,
15698,15698,93174,34371,,,,,,
15698,15698,92117,34372,,,,,,
19743,62,94581,190,,,,,,
15701,15701,93178,34379,,,,,,
15701,15701,101430,34380,,,,,,
19633,19633,92250,34375,,,,,,
15707,15707,93247,34398,,,,,,
19497,19497,92222,344,,,,,,
19634,19634,93142,34411,,,,,,
120,15922,83850,48430,,,,,,
139,139,92221,345,,,,,,
19636,15706,93243,34391,,,,,,
15698,15698,73687,34373,,,,,,
19636,15706,93249,34394,,,,,,
15649,19623,90495,34087,,,,,,
15695,15695,77318,34365,,,,,,
134,134,92204,332,,,,,,
15710,15710,93228,34405,,,,,,
15703,15703,93267,34383,,,,,,
100,100,92225,269,,,,,,
15703,15530,92173,33933,,,,,,
15708,15708,73258,34399,,,,,,
15708,15708,93264,34400,,,,,,
97,97,95574,262,,,,,,
102,97,95574,262,,,,,,
15704,15704,91427,37140,,,,,,
15704,15704,93261,34388,,,,,,
235,235,92409,563,,,,,,
15704,15711,93198,34408,,,,,,
51,51,101501,165,,,,,,
15690,15690,93876,34350,,,,,,
15709,15604,87092,37010,,,,,,
15709,15743,93202,34480,,,,,,
15710,15693,93712,34357,,,,,,
15710,15710,91519,34403,,,,,,
19746,116,92325,302,,,,,,
15710,15710,93229,34404,,,,,,
15695,15695,92325,34366,,,,,,
15720,15720,93170,34425,,,,,,
122,122,92241,312,,,,,,
93,93,92212,253,,,,,,
15720,15720,93206,34427,,,,,,
119,119,92321,306,,,,,,
96,96,86845,259,,,,,,
15721,15696,92113,37148,,,,,,
15721,15715,93133,34417,,,,,,
15717,15717,93124,34422,,,,,,
15721,15715,93132,34419,,,,,,
15718,15718,93125,34423,,,,,,
127,114,92313,298,,,,,,
15709,130,92286,325,,,,,,
15714,15714,93127,34416,,,,,,
15690,15690,85072,34351,,,,,,
19636,19636,93182,34376,,,,,,
15716,15610,91544,37153,,,,,,
102,102,92226,277,,,,,,
100,100,92237,271,,,,,,
127,114,99957,299,,,,,,
51,51,98664,166,,,,,,
15723,15723,93164,34435,,,,,,
15722,15660,73736,34244,,,,,,
15722,19623,73106,34089,,,,,,
15697,15697,93159,34369,,,,,,
15722,15722,102759,34431,,,,,,
19628,19628,93192,37160,,,,,,
15722,15574,91514,34018,,,,,,
84,84,92384,235,,,,,,
98,98,92189,264,,,,,,
62,62,0,191,,,,,,
238,238,92413,566,,,,,,
15697,15697,93902,34370,,,,,,
128,140,92279,346,,,,,,
102,102,92228,278,,,,,,
15696,15696,93214,34368,,,,,,
15583,15583,92117,34037,,,,,,
136,136,92217,338,,,,,,
15583,15601,79805,37005,,,,,,
90,90,92259,246,,,,,,
13384,13325,90475,29389,,,,,,
13172,13172,90402,29160,,,,,,
19732,3716,92020,820,,,,,,
3593,3593,94630,9057,,,,,,
3588,3586,94591,9040,,,,,,
13204,13204,91546,29197,,,,,,
165,165,0,414,,,,,,
13180,13180,91414,29169,,,,,,
145,13180,91414,335,,,,,,
13180,13180,91414,29169,,,,,,
3981,3981,95375,9985,,,,,,
150,150,91861,369,,,,,,
19602,13139,90364,29114,,,,,,
339,339,91978,790,,,,,,
141,141,91891,347,,,,,,
13379,13379,90500,29522,,,,,,
13141,13145,90455,29121,,,,,,
13373,13373,90513,29510,,,,,,
3999,3999,95387,10021,,,,,,
19679,3982,95361,9990,,,,,,
19711,19711,91793,474,,,,,,
19734,13348,90586,29469,,,,,,
3557,3557,94570,8978,,,,,,
13213,142,91900,348,,,,,,
13274,309,92075,29301,,,,,,
4007,4007,95410,10032,,,,,,
4007,4007,95409,10033,,,,,,
19707,19707,91851,386,,,,,,
172,172,91809,442,,,,,,
162,162,91755,405,,,,,,
162,162,91752,406,,,,,,
13184,3558,94569,8979,,,,,,
3992,3992,95348,10005,,,,,,
13207,13207,73080,47798,,,,,,
13385,13385,90474,29529,,,,,,
155,155,91880,382,,,,,,
3547,146,94672,355,,,,,,
146,146,94672,355,,,,,,
4008,4008,95331,10035,,,,,,
13380,13380,90495,29523,,,,,,
146,146,91854,356,,,,,,
323,149,92081,9003,,,,,,
3547,3547,94618,8937,,,,,,
3984,3984,95412,9993,,,,,,
13205,13205,90413,29198,,,,,,
19601,19601,94608,47701,,,,,,
3570,149,91887,366,,,,,,
13148,13150,90417,29126,,,,,,
3593,3658,91544,9213,,,,,,
173,173,91783,443,,,,,,
19601,19601,94606,8982,,,,,,
13398,13398,90505,29544,,,,,,
13155,13158,102572,29136,,,,,,
13181,13181,90430,29170,,,,,,
143,143,102804,349,,,,,,
13159,13159,90377,29137,,,,,,
147,147,103432,358,,,,,,
353,353,91990,827,,,,,,
13388,13388,90470,29532,,,,,,
13274,309,92074,723,,,,,,
144,148,91912,361,,,,,,
170,170,91845,48599,,,,,,
310,310,92091,726,,,,,,
4009,4009,99426,10036,,,,,,
13403,13403,90570,29550,,,,,,
152,152,91835,376,,,,,,
151,151,91869,371,,,,,,
13361,13361,90464,36980,,,,,,
13140,13140,99915,29115,,,,,,
333,13140,99915,29115,,,,,,
174,174,91789,448,,,,,,
160,160,91741,396,,,,,,
13162,13164,90393,29146,,,,,,
147,147,91903,359,,,,,,
316,316,92059,735,,,,,,
13380,13380,90491,29524,,,,,,
3559,3559,94561,8980,,,,,,
163,163,92177,48590,,,,,,
314,314,92177,732,,,,,,
322,13217,92177,29215,,,,,,
346,13217,92177,29215,,,,,,
19707,164,91802,412,,,,,,
13173,13173,90395,29162,,,,,,
19729,19729,0,47759,,,,,,
13210,13348,90581,29469,,,,,,
340,340,91981,792,,,,,,
3993,3993,95326,10006,,,,,,
174,174,91788,449,,,,,,
341,341,91567,794,,,,,,
3550,3692,102988,9290,,,,,,
19730,3692,102988,9290,,,,,,
4013,4013,95337,10041,,,,,,
13208,13208,90451,29201,,,,,,
3994,3994,95323,10009,,,,,,
151,151,91772,372,,,,,,
3597,3597,94766,9073,,,,,,
336,336,94766,782,,,,,,
346,3597,94766,9073,,,,,,
13209,13209,90450,41684,,,,,,
178,3560,73745,9652,,,,,,
13165,13168,90426,29153,,,,,,
151,151,91865,373,,,,,,
13389,13389,90477,29533,,,,,,
3590,3590,94571,9050,,,,,,
161,161,91765,399,,,,,,
154,154,91867,379,,,,,,
13191,13191,90375,29183,,,,,,
13354,13354,90522,29481,,,,,,
13355,13355,90553,29483,,,,,,
13160,13160,90387,29139,,,,,,
168,168,91846,427,,,,,,
13192,13192,90371,29184,,,,,,
